date,card_number,event
2017-02-02,900166390,journal_access
2017-04-01,900169389,website_access
2017-12-23,900166390,journal_access
2017-03-28,900165899,journal_access
2017-07-03,900168339,journal_access
2017-07-24,900168836,journal_access
2017-03-09,900168526,website_access
2017-06-05,900165621,website_access
2017-06-24,900160480,journal_access
2017-01-27,900169701,journal_access
2017-04-23,900163667,start_session
2017-06-27,900169405,journal_access
2017-12-13,900162662,journal_access
2017-06-15,900161096,journal_access
2017-06-09,900166863,website_access
2017-03-14,900169364,journal_access
2017-04-08,900160596,journal_access
2017-09-04,900161585,website_access
2017-06-20,900169174,journal_access
2017-10-13,900164275,start_session
2017-11-24,900161828,start_session
2017-01-17,900163929,website_access
2017-02-04,900169416,start_session
2017-08-09,900164134,journal_access
2017-09-03,900167389,journal_access
2017-05-17,900164592,website_access
2017-11-13,900166295,journal_access
2017-11-07,900160821,website_access
2017-07-23,900163931,website_access
2017-08-21,900161981,website_access
2017-07-04,900164268,journal_access
2017-09-07,900164746,start_session
2017-07-08,900166110,start_session
2017-10-15,900162272,start_session
2017-03-15,900169254,website_access
2017-10-08,900163757,start_session
2017-09-24,900167564,journal_access
2017-06-20,900161779,start_session
2017-01-24,900166411,website_access
2017-05-11,900165435,journal_access
2017-06-03,900166833,website_access
2017-09-10,900161064,website_access
2017-08-19,900165293,journal_access
2017-02-12,900164754,website_access
2017-02-28,900168737,start_session
2017-12-07,900160212,journal_access
2017-11-24,900167666,website_access
2017-06-08,900162515,journal_access
2017-02-23,900169304,start_session
2017-09-23,900164057,website_access
2017-08-24,900166250,website_access
2017-08-19,900163437,start_session
2017-03-03,900164827,start_session
2017-07-22,900161089,website_access
2017-06-19,900169174,journal_access
2017-02-01,900164134,start_session
2017-08-15,900167565,start_session
2017-09-13,900164057,start_session
2017-07-16,900160126,journal_access
2017-03-07,900161205,journal_access
2017-11-24,900162158,website_access
2017-11-07,900169000,start_session
2017-07-26,900168068,start_session
2017-09-12,900162651,website_access
2017-05-19,900163848,journal_access
2017-01-11,900165219,journal_access
2017-08-23,900161925,journal_access
2017-07-24,900161626,journal_access
2017-06-04,900168590,website_access
2017-03-20,900166841,start_session
2017-03-08,900167367,website_access
2017-10-10,900165572,start_session
2017-07-13,900161828,start_session
2017-09-21,900161696,journal_access
2017-11-06,900166863,start_session
2017-03-09,900165578,start_session
2017-03-13,900163592,start_session
2017-06-19,900166390,website_access
2017-09-16,900161586,website_access
2017-09-25,900164184,start_session
2017-10-27,900163569,journal_access
2017-07-18,900167099,start_session
2017-02-18,900162641,website_access
2017-08-26,900165978,start_session
2017-02-15,900164057,journal_access
2017-10-04,900160244,start_session
2017-12-20,900167155,website_access
2017-06-15,900168565,website_access
2017-12-09,900169994,website_access
2017-12-17,900169006,journal_access
2017-01-07,900161061,journal_access
2017-02-10,900169994,journal_access
2017-12-19,900166454,journal_access
2017-03-01,900165009,website_access
2017-10-08,900163406,website_access
2017-11-03,900169000,website_access
2017-08-14,900166398,start_session
2017-10-24,900161796,start_session
2017-07-25,900163606,journal_access
2017-11-24,900166388,website_access
2017-11-05,900169018,journal_access
2017-11-12,900167462,journal_access
2017-08-15,900163244,journal_access
2017-10-26,900166110,website_access
2017-09-23,900169364,journal_access
2017-03-24,900169405,start_session
2017-07-14,900165622,website_access
2017-06-17,900168386,website_access
2017-05-13,900162158,website_access
2017-12-18,900161787,journal_access
2017-05-19,900165997,journal_access
2017-10-18,900161585,start_session
2017-03-12,900168461,website_access
2017-08-26,900167879,start_session
2017-08-11,900163929,website_access
2017-07-07,900169364,start_session
2017-03-27,900167099,start_session
2017-09-05,900168769,start_session
2017-03-26,900164298,journal_access
2017-07-16,900167863,start_session
2017-09-21,900163684,journal_access
2017-11-10,900161096,website_access
2017-11-26,900168390,website_access
2017-07-13,900169817,website_access
2017-12-19,900169416,journal_access
2017-05-06,900169389,start_session
2017-07-27,900161454,start_session
2017-02-19,900161796,journal_access
2017-07-15,900164298,start_session
2017-04-14,900167665,journal_access
2017-02-25,900164057,start_session
2017-02-11,900161089,journal_access
2017-06-17,900168491,journal_access
2017-04-20,900166758,website_access
2017-09-15,900169817,website_access
2017-03-26,900161577,journal_access
2017-07-04,900161043,website_access
2017-02-14,900163437,website_access
2017-06-07,900161089,website_access
2017-07-24,900161577,journal_access
2017-11-27,900167716,journal_access
2017-05-11,900163592,journal_access
2017-06-10,900168491,website_access
2017-11-01,900161578,start_session
2017-09-08,900165513,journal_access
2017-08-09,900167733,website_access
2017-05-10,900161511,website_access
2017-08-25,900160075,website_access
2017-03-21,900163324,journal_access
2017-08-05,900168068,start_session
2017-03-01,900166250,journal_access
2017-05-22,900160097,journal_access
2017-04-27,900169701,website_access
2017-01-13,900163399,start_session
2017-03-25,900167795,start_session
2017-03-11,900161071,website_access
2017-11-13,900161338,journal_access
2017-11-06,900162189,start_session
2017-07-21,900169580,start_session
2017-06-02,900166538,start_session
2017-03-06,900169656,journal_access
2017-06-03,900169405,journal_access
2017-07-24,900165547,start_session
2017-09-25,900168461,website_access
2017-09-08,900161626,start_session
2017-03-11,900161626,journal_access
2017-09-19,900160258,journal_access
2017-06-10,900161071,website_access
2017-06-24,900164999,website_access
2017-11-11,900164221,journal_access
2017-10-09,900161873,journal_access
2017-11-27,900164798,start_session
2017-06-25,900169289,website_access
2017-03-10,900160126,website_access
2017-04-11,900163569,start_session
2017-11-25,900166758,journal_access
2017-08-25,900160282,website_access
2017-09-09,900168339,start_session
2017-06-23,900165996,website_access
2017-09-13,900168882,start_session
2017-03-06,900162189,website_access
2017-07-20,900168673,journal_access
2017-08-05,900166907,journal_access
2017-12-16,900163635,start_session
2017-07-11,900167133,journal_access
2017-10-10,900161586,journal_access
2017-04-02,900162125,journal_access
2017-07-22,900162623,journal_access
2017-10-05,900165166,website_access
2017-01-22,900160821,website_access
2017-04-05,900166953,website_access
2017-10-28,900165438,journal_access
2017-01-23,900164070,website_access
2017-03-09,900165293,website_access
2017-02-23,900169170,website_access
2017-03-28,900164787,website_access
2017-04-19,900168364,journal_access
2017-05-06,900161712,website_access
2017-07-08,900161585,journal_access
2017-05-17,900163757,journal_access
2017-05-09,900164963,start_session
2017-01-25,900169018,website_access
2017-02-10,900165668,website_access
2017-02-26,900165621,journal_access
2017-09-26,900166841,website_access
2017-07-25,900169416,start_session
2017-09-24,900164134,website_access
2017-11-13,900168990,start_session
2017-06-03,900169364,start_session
2017-06-22,900167133,start_session
2017-05-05,900160282,start_session
2017-05-23,900164827,start_session
2017-08-21,900169554,website_access
2017-01-07,900165166,website_access
2017-01-05,900160245,website_access
2017-04-25,900166250,journal_access
2017-01-06,900164592,start_session
2017-02-20,900166394,journal_access
2017-09-10,900161712,website_access
2017-11-12,900164134,start_session
2017-09-03,900161412,journal_access
2017-04-21,900162158,website_access
2017-11-02,900166907,website_access
2017-03-11,900163592,start_session
2017-09-23,900168262,website_access
2017-05-01,900165726,start_session
2017-02-20,900166983,start_session
2017-08-06,900166538,website_access
2017-11-18,900161577,start_session
2017-08-28,900165620,start_session
2017-01-09,900160126,journal_access
2017-09-04,900166538,start_session
2017-10-07,900169645,website_access
2017-03-07,900169634,journal_access
2017-02-04,900161828,website_access
2017-09-14,900167868,website_access
2017-09-27,900166538,website_access
2017-09-28,900164592,journal_access
2017-05-20,900167090,journal_access
2017-10-02,900162474,website_access
2017-10-24,900163736,website_access
2017-06-18,900163736,journal_access
2017-05-05,900164754,start_session
2017-02-22,900160212,website_access
2017-06-13,900161307,journal_access
2017-11-08,900161729,website_access
2017-07-13,900161681,journal_access
2017-04-15,900163684,journal_access
2017-08-18,900168461,start_session
2017-05-26,900162387,start_session
2017-08-15,900168681,journal_access
2017-10-02,900162641,start_session
2017-03-21,900164746,website_access
2017-10-22,900167939,website_access
2017-01-09,900164787,website_access
2017-07-17,900163324,start_session
2017-02-02,900161787,start_session
2017-06-03,900166035,journal_access
2017-11-19,900164975,start_session
2017-10-12,900165883,website_access
2017-09-12,900164184,journal_access
2017-07-24,900160258,website_access
2017-08-18,900166394,start_session
2017-10-16,900160244,journal_access
2017-06-05,900166282,start_session
2017-05-25,900160282,journal_access
2017-07-12,900161412,website_access
2017-03-26,900169994,website_access
2017-10-17,900165766,start_session
2017-06-16,900166863,journal_access
2017-10-21,900165578,start_session
2017-04-21,900164184,start_session
2017-10-22,900169382,start_session
2017-04-16,900161779,start_session
2017-07-28,900162158,website_access
2017-07-11,900160998,journal_access
2017-08-12,900163667,website_access
2017-06-22,900162106,journal_access
2017-05-20,900160991,start_session
2017-02-26,900161578,website_access
2017-07-07,900165572,website_access
2017-05-18,900168125,website_access
2017-10-08,900161981,start_session
2017-06-04,900169389,website_access
2017-11-09,900164311,start_session
2017-11-23,900165438,start_session
2017-01-15,900164746,journal_access
2017-07-27,900166168,journal_access
2017-04-05,900166454,journal_access
2017-04-15,900167868,website_access
2017-11-27,900167369,journal_access
2017-11-27,900169405,website_access
2017-06-15,900167733,start_session
2017-10-09,900160126,journal_access
2017-05-25,900164184,start_session
2017-10-03,900164746,website_access
2017-06-23,900162159,start_session
2017-05-17,900160731,start_session
2017-07-26,900161626,website_access
2017-11-03,900164651,start_session
2017-12-09,900164129,website_access
2017-06-24,900169817,website_access
2017-04-15,900165912,website_access
2017-06-18,900167462,website_access
2017-04-01,900164488,start_session
2017-05-17,900163667,start_session
2017-10-11,900163324,start_session
2017-01-06,900162940,website_access
2017-12-19,900165293,start_session
2017-01-13,900167863,journal_access
2017-09-08,900165578,website_access
2017-02-24,900169656,start_session
2017-11-17,900161676,website_access
2017-11-24,900169364,website_access
2017-06-14,900161626,journal_access
2017-03-09,900168737,journal_access
2017-02-24,900165435,start_session
2017-09-25,900162387,website_access
2017-09-14,900169037,website_access
2017-11-13,900166551,website_access
2017-11-03,900166404,journal_access
2017-02-24,900168416,start_session
2017-10-07,900168416,start_session
2017-03-25,900169860,journal_access
2017-04-01,900167795,start_session
2017-04-23,900161836,start_session
2017-02-11,900163569,start_session
2017-02-10,900163135,start_session
2017-09-12,900166841,website_access
2017-07-03,900166110,website_access
2017-09-17,900166359,journal_access
2017-03-15,900165438,website_access
2017-12-09,900164488,website_access
2017-12-07,900166295,website_access
2017-01-14,900161585,start_session
2017-06-06,900166411,start_session
2017-06-20,900162158,website_access
2017-02-06,900166454,website_access
2017-03-05,900163684,journal_access
2017-07-14,900169389,website_access
2017-07-08,900166450,journal_access
2017-07-16,900167666,start_session
2017-01-25,900160126,website_access
2017-12-25,900161089,website_access
2017-03-21,900161333,journal_access
2017-03-19,900162940,website_access
2017-06-15,900165572,journal_access
2017-05-24,900163667,journal_access
2017-04-05,900168526,journal_access
2017-01-12,900162739,start_session
2017-08-17,900168262,journal_access
2017-09-20,900164592,website_access
2017-06-23,900166758,start_session
2017-04-17,900160300,website_access
2017-07-08,900160258,journal_access
2017-10-27,900165572,start_session
2017-12-25,900167716,website_access
2017-10-20,900162168,journal_access
2017-02-20,900169174,website_access
2017-10-18,900166551,website_access
2017-01-25,900168416,journal_access
2017-08-14,900164057,journal_access
2017-09-20,900163569,website_access
2017-11-10,900168199,journal_access
2017-12-14,900169170,website_access
2017-03-22,900169416,start_session
2017-12-13,900165645,journal_access
2017-02-21,900165972,journal_access
2017-04-21,900165438,start_session
2017-02-10,900163736,journal_access
2017-10-14,900166538,website_access
2017-09-13,900163135,journal_access
2017-04-17,900165073,start_session
2017-06-10,900161089,journal_access
2017-10-02,900160991,start_session
2017-11-10,900161577,journal_access
2017-02-02,900169405,website_access
2017-12-13,900168493,website_access
2017-06-26,900169174,journal_access
2017-07-18,900163399,start_session
2017-05-22,900163736,website_access
2017-06-10,900167879,journal_access
2017-02-27,900169364,website_access
2017-04-05,900163399,website_access
2017-09-26,900161307,website_access
2017-05-02,900166070,journal_access
2017-09-27,900161585,journal_access
2017-05-08,900163135,journal_access
2017-08-26,900165978,journal_access
2017-05-14,900169304,start_session
2017-01-15,900160596,start_session
2017-02-15,900166398,journal_access
2017-09-04,900161578,website_access
2017-01-27,900163606,journal_access
2017-11-16,900167702,journal_access
2017-05-09,900164275,website_access
2017-01-08,900161779,journal_access
2017-08-15,900169239,start_session
2017-02-21,900166388,start_session
2017-08-19,900164070,website_access
2017-05-19,900163929,journal_access
2017-12-04,900163967,start_session
2017-03-18,900169254,start_session
2017-03-06,900166863,website_access
2017-09-22,900169254,journal_access
2017-08-06,900167789,start_session
2017-02-16,900166110,journal_access
2017-09-15,900167367,start_session
2017-04-13,900166359,website_access
2017-03-18,900169701,start_session
2017-01-03,900164963,journal_access
2017-02-12,900163095,website_access
2017-10-13,900165972,start_session
2017-01-02,900166359,start_session
2017-12-17,900166454,journal_access
2017-04-11,900160596,journal_access
2017-10-15,900165166,start_session
2017-05-09,900169289,start_session
2017-02-06,900160480,journal_access
2017-12-07,900166404,start_session
2017-11-27,900161676,journal_access
2017-09-18,900161828,website_access
2017-11-24,900165841,website_access
2017-06-14,900160212,start_session
2017-09-04,900167702,start_session
2017-11-27,900164268,website_access
2017-03-14,900164057,journal_access
2017-03-01,900163931,start_session
2017-09-17,900169416,start_session
2017-08-12,900166841,website_access
2017-06-05,900161946,start_session
2017-07-27,900166070,start_session
2017-09-10,900162739,start_session
2017-05-23,900169709,website_access
2017-04-25,900168091,journal_access
2017-02-27,900162568,start_session
2017-09-21,900168712,website_access
2017-07-06,900161578,website_access
2017-08-16,900165445,website_access
2017-10-17,900169364,start_session
2017-08-24,900162940,start_session
2017-03-04,900169645,journal_access
2017-06-23,900165445,start_session
2017-07-16,900161089,start_session
2017-07-23,900169622,website_access
2017-09-15,900166282,start_session
2017-02-16,900169134,start_session
2017-07-04,900160300,journal_access
2017-06-23,900161205,start_session
2017-03-12,900161192,start_session
2017-01-08,900164999,website_access
2017-01-07,900164311,website_access
2017-02-03,900168307,journal_access
2017-04-28,900162662,website_access
2017-05-02,900162365,journal_access
2017-10-18,900165621,start_session
2017-03-24,900163808,website_access
2017-02-24,900168157,journal_access
2017-07-04,900169037,journal_access
2017-09-04,900161096,start_session
2017-01-12,900169289,website_access
2017-11-27,900163757,start_session
2017-08-21,900165996,website_access
2017-08-13,900161578,website_access
2017-08-27,900165166,website_access
2017-03-20,900163469,start_session
2017-05-27,900163969,journal_access
2017-02-10,900169862,website_access
2017-04-08,900169554,journal_access
2017-03-12,900167666,website_access
2017-06-25,900168461,start_session
2017-04-26,900169407,journal_access
2017-04-12,900168565,journal_access
2017-02-25,900167702,start_session
2017-12-12,900164129,journal_access
2017-05-12,900167135,website_access
2017-05-26,900161759,start_session
2017-02-15,900167665,journal_access
2017-08-24,900168882,website_access
2017-10-25,900165073,journal_access
2017-07-04,900167702,start_session
2017-06-16,900167706,journal_access
2017-05-08,900162906,start_session
2017-04-12,900160212,website_access
2017-09-13,900169170,start_session
2017-07-06,900167099,website_access
2017-04-23,900162515,website_access
2017-05-13,900166450,journal_access
2017-03-02,900161561,start_session
2017-07-09,900160282,website_access
2017-01-07,900165621,start_session
2017-04-22,900161828,journal_access
2017-09-17,900160300,journal_access
2017-03-04,900165186,website_access
2017-04-14,900164134,start_session
2017-06-06,900162365,journal_access
2017-02-19,900165841,start_session
2017-05-03,900164963,journal_access
2017-10-06,900165300,start_session
2017-11-11,900164746,website_access
2017-12-06,900168157,start_session
2017-09-26,900168778,start_session
2017-07-12,900163635,website_access
2017-07-26,900165668,journal_access
2017-02-19,900160258,journal_access
2017-06-03,900162739,start_session
2017-02-10,900167716,start_session
2017-02-25,900168068,website_access
2017-02-08,900165012,journal_access
2017-12-23,900168956,journal_access
2017-07-27,900161089,journal_access
2017-05-05,900161089,website_access
2017-10-19,900167795,website_access
2017-09-22,900163848,start_session
2017-07-16,900161676,start_session
2017-02-16,900161578,start_session
2017-10-16,900164129,website_access
2017-09-28,900168882,journal_access
2017-07-22,900167789,start_session
2017-04-11,900162662,start_session
2017-02-25,900162906,start_session
2017-02-21,900161787,website_access
2017-11-14,900168499,start_session
2017-07-10,900169000,journal_access
2017-11-07,900164247,website_access
2017-07-07,900168307,start_session
2017-08-20,900163095,start_session
2017-07-18,900164488,website_access
2017-08-24,900161338,website_access
2017-11-16,900165996,website_access
2017-01-19,900163324,start_session
2017-01-19,900166758,website_access
2017-03-20,900167155,start_session
2017-04-08,900167565,journal_access
2017-06-06,900160126,start_session
2017-03-08,900162940,journal_access
2017-09-09,900165668,start_session
2017-02-24,900163592,journal_access
2017-01-27,900163210,journal_access
2017-10-06,900160277,website_access
2017-08-22,900161205,journal_access
2017-09-20,900161681,start_session
2017-09-14,900168769,journal_access
2017-10-14,900161412,journal_access
2017-11-21,900161952,start_session
2017-03-08,900165572,website_access
2017-09-10,900165766,website_access
2017-10-25,900165438,start_session
2017-06-14,900163095,website_access
2017-05-11,900163992,start_session
2017-05-27,900163324,start_session
2017-12-11,900169134,website_access
2017-08-01,900161043,website_access
2017-05-19,900164995,website_access
2017-11-18,900160029,website_access
2017-02-21,900160480,website_access
2017-10-13,900163992,website_access
2017-05-15,900166388,start_session
2017-09-23,900164298,website_access
2017-12-15,900168565,website_access
2017-07-10,900160126,start_session
2017-03-08,900162568,start_session
2017-07-16,900168307,journal_access
2017-05-20,900161787,journal_access
2017-12-11,900169006,website_access
2017-10-19,900162874,journal_access
2017-09-06,900169634,start_session
2017-09-07,900161946,website_access
2017-06-04,900162515,website_access
2017-04-17,900161729,journal_access
2017-06-13,900169000,start_session
2017-04-26,900163667,journal_access
2017-07-09,900164129,website_access
2017-07-26,900166388,start_session
2017-08-23,900164298,journal_access
2017-10-20,900167462,website_access
2017-07-24,900162845,website_access
2017-12-20,900165009,journal_access
2017-11-25,900163592,start_session
2017-02-22,900161873,website_access
2017-07-05,900161828,website_access
2017-02-17,900166388,start_session
2017-03-09,900161061,website_access
2017-10-25,900167367,start_session
2017-04-25,900169645,journal_access
2017-03-19,900169528,journal_access
2017-12-26,900160029,start_session
2017-07-13,900169304,start_session
2017-09-10,900164184,journal_access
2017-04-21,900161828,start_session
2017-08-08,900164787,start_session
2017-06-06,900162159,journal_access
2017-02-09,900162623,website_access
2017-07-26,900164787,journal_access
2017-11-28,900163931,journal_access
2017-09-18,900160789,website_access
2017-06-25,900167665,start_session
2017-12-05,900166168,start_session
2017-07-18,900163244,website_access
2017-07-15,900161412,start_session
2017-10-15,900163848,start_session
2017-04-02,900168681,journal_access
2017-04-09,900162474,start_session
2017-11-19,900169364,start_session
2017-04-03,900161412,journal_access
2017-09-03,900167389,journal_access
2017-06-04,900164057,journal_access
2017-09-15,900160277,start_session
2017-02-20,900161061,website_access
2017-03-04,900161626,journal_access
2017-09-27,900169289,journal_access
2017-10-06,900167255,start_session
2017-04-12,900166404,journal_access
2017-01-21,900166538,website_access
2017-08-15,900166390,start_session
2017-11-18,900163362,website_access
2017-11-18,900165513,journal_access
2017-09-16,900161064,journal_access
2017-11-11,900167863,start_session
2017-01-21,900167155,start_session
2017-07-11,900164134,journal_access
2017-08-04,900168499,journal_access
2017-11-05,900169622,journal_access
2017-11-22,900160300,website_access
2017-05-26,900167367,journal_access
2017-09-20,900165912,journal_access
2017-07-19,900166758,website_access
2017-10-15,900169364,start_session
2017-09-07,900160245,journal_access
2017-08-06,900167155,start_session
2017-12-10,900168499,start_session
2017-12-19,900161511,start_session
2017-10-22,900161561,website_access
2017-06-13,900163848,journal_access
2017-12-12,900169980,website_access
2017-11-17,900168416,journal_access
2017-02-01,900163848,journal_access
2017-10-15,900161307,start_session
2017-06-04,900169239,journal_access
2017-01-06,900166388,start_session
2017-11-26,900165438,website_access
2017-11-25,900165438,start_session
2017-01-13,900164999,start_session
2017-10-11,900161779,start_session
2017-08-23,900162906,journal_access
2017-07-18,900167565,start_session
2017-07-21,900165293,start_session
2017-10-21,900168526,website_access
2017-02-21,900164311,journal_access
2017-05-23,900166282,journal_access
2017-08-14,900162568,website_access
2017-07-21,900160258,website_access
2017-02-22,900161338,website_access
2017-06-17,900163569,journal_access
2017-05-19,900163667,journal_access
2017-03-25,900164247,website_access
2017-08-21,900164268,journal_access
2017-01-17,900169717,start_session
2017-10-27,900161779,start_session
2017-10-27,900162678,website_access
2017-03-22,900169006,start_session
2017-02-15,900164311,journal_access
2017-12-25,900162125,journal_access
2017-02-26,900161952,start_session
2017-05-18,900163210,journal_access
2017-03-19,900160126,website_access
2017-08-27,900166398,start_session
2017-06-02,900166095,website_access
2017-08-09,900168882,journal_access
2017-10-09,900169018,journal_access
2017-10-26,900161586,journal_access
2017-08-04,900165645,website_access
2017-07-23,900166239,website_access
2017-05-17,900165912,start_session
2017-12-20,900163210,start_session
2017-10-05,900163684,journal_access
2017-10-14,900167155,website_access
2017-02-06,900160126,journal_access
2017-10-25,900166411,website_access
2017-03-20,900168491,website_access
2017-11-12,900166168,start_session
2017-01-17,900168590,start_session
2017-02-28,900161205,website_access
2017-04-20,900162678,journal_access
2017-07-07,900163178,website_access
2017-02-10,900169000,start_session
2017-10-18,900163399,website_access
2017-10-20,900168068,journal_access
2017-01-27,900168737,journal_access
2017-06-09,900164746,start_session
2017-10-28,900162124,website_access
2017-04-21,900161454,start_session
2017-02-20,900167879,start_session
2017-02-26,900167369,start_session
2017-09-10,900160277,start_session
2017-03-02,900167665,website_access
2017-05-21,900167167,journal_access
2017-04-07,900164975,start_session
2017-08-03,900160731,website_access
2017-11-27,900160615,start_session
2017-05-24,900161925,website_access
2017-03-13,900161946,website_access
2017-02-19,900162568,website_access
2017-07-10,900160442,start_session
2017-10-27,900166538,start_session
2017-03-26,900169528,website_access
2017-08-14,900168590,website_access
2017-05-14,900166907,journal_access
2017-02-24,900165883,website_access
2017-01-27,900168664,journal_access
2017-05-24,900167706,journal_access
2017-06-02,900167939,start_session
2017-03-12,900165766,start_session
2017-03-25,900168681,start_session
2017-10-10,900161681,journal_access
2017-07-06,900160833,start_session
2017-10-06,900167565,start_session
2017-09-27,900162124,start_session
2017-01-04,900165012,journal_access
2017-07-08,900165841,start_session
2017-05-08,900161729,website_access
2017-03-03,900160731,website_access
2017-10-06,900168866,start_session
2017-12-08,900169862,website_access
2017-06-10,900161338,start_session
2017-06-02,900167167,website_access
2017-07-12,900160300,journal_access
2017-06-06,900167789,journal_access
2017-01-14,900164070,journal_access
2017-04-27,900162124,journal_access
2017-07-06,900166398,start_session
