date,card_number,event
2017-05-05,900164881,card_swipe
2017-05-08,900162016,card_swipe
2017-11-08,900168635,card_swipe
2017-06-18,900165410,card_swipe
2017-09-09,900160207,card_swipe
2017-11-06,900168798,card_swipe
2017-05-21,900168713,card_swipe
2017-07-15,900163447,card_swipe
2017-01-15,900162931,card_swipe
2017-11-04,900163475,card_swipe
2017-02-17,900168083,card_swipe
2017-11-25,900160012,card_swipe
2017-11-24,900164994,card_swipe
2017-11-08,900165670,card_swipe
2017-05-23,900160548,card_swipe
2017-05-11,900167166,card_swipe
2017-02-07,900163554,card_swipe
2017-08-18,900162640,card_swipe
2017-09-05,900167322,card_swipe
2017-05-21,900169609,card_swipe
2017-06-02,900165636,card_swipe
2017-08-22,900163135,card_swipe
2017-02-26,900166316,card_swipe
2017-04-21,900164536,card_swipe
2017-06-01,900163135,card_swipe
2017-03-03,900167857,card_swipe
2017-07-11,900160803,card_swipe
2017-04-23,900160548,card_swipe
2017-08-02,900164536,card_swipe
2017-08-24,900162748,card_swipe
2017-07-15,900166912,card_swipe
2017-06-27,900163519,card_swipe
2017-02-03,900168062,card_swipe
2017-06-25,900169338,card_swipe
2017-06-10,900162894,card_swipe
2017-02-25,900163956,card_swipe
2017-07-27,900166298,card_swipe
2017-10-02,900161793,card_swipe
2017-11-16,900162491,card_swipe
2017-11-17,900162931,card_swipe
2017-05-01,900167769,card_swipe
2017-05-18,900169499,card_swipe
2017-03-19,900164845,card_swipe
2017-06-20,900160053,card_swipe
2017-11-08,900160934,card_swipe
2017-03-13,900163012,card_swipe
2017-12-01,900169927,card_swipe
2017-04-03,900169051,card_swipe
2017-10-16,900167340,card_swipe
2017-10-09,900164921,card_swipe
2017-11-20,900167697,card_swipe
2017-09-10,900169028,card_swipe
2017-06-28,900164921,card_swipe
2017-09-24,900163760,card_swipe
2017-10-20,900162135,card_swipe
2017-07-23,900160190,card_swipe
2017-03-04,900167977,card_swipe
2017-07-04,900164648,card_swipe
2017-09-20,900160934,card_swipe
2017-01-02,900163950,card_swipe
2017-09-26,900160505,card_swipe
2017-08-19,900162748,card_swipe
2017-05-12,900164994,card_swipe
2017-07-02,900168178,card_swipe
2017-10-04,900162445,card_swipe
2017-06-27,900165172,card_swipe
2017-02-27,900160091,card_swipe
2017-06-07,900161610,card_swipe
2017-05-18,900168973,card_swipe
2017-10-27,900164024,card_swipe
2017-09-17,900165888,card_swipe
2017-01-02,900168522,card_swipe
2017-08-23,900161141,card_swipe
2017-04-03,900168522,card_swipe
2017-08-19,900166179,card_swipe
2017-02-14,900161769,card_swipe
2017-04-19,900167384,card_swipe
2017-11-02,900165378,card_swipe
2017-09-17,900168385,card_swipe
2017-04-19,900160310,card_swipe
2017-12-16,900168471,card_swipe
2017-12-26,900168648,card_swipe
2017-07-18,900165685,card_swipe
2017-09-20,900160053,card_swipe
2017-10-26,900165319,card_swipe
2017-01-25,900161463,card_swipe
2017-06-25,900164292,card_swipe
2017-08-08,900166930,card_swipe
2017-11-24,900163756,card_swipe
2017-06-28,900160598,card_swipe
2017-03-08,900161463,card_swipe
2017-07-08,900167384,card_swipe
2017-10-07,900162938,card_swipe
2017-04-07,900164396,card_swipe
2017-01-18,900168940,card_swipe
2017-04-01,900166610,card_swipe
2017-10-07,900167694,card_swipe
2017-12-12,900165543,card_swipe
2017-06-06,900164292,card_swipe
2017-06-28,900160548,card_swipe
2017-10-19,900165236,card_swipe
2017-06-16,900169028,card_swipe
2017-07-22,900164396,card_swipe
2017-10-27,900165319,card_swipe
2017-06-24,900160737,card_swipe
2017-12-17,900166930,card_swipe
2017-02-10,900161104,card_swipe
2017-11-19,900161594,card_swipe
2017-04-15,900164815,card_swipe
2017-05-17,900165235,card_swipe
2017-09-26,900161948,card_swipe
2017-05-07,900161166,card_swipe
2017-07-13,900165833,card_swipe
2017-06-24,900163944,card_swipe
2017-12-24,900168099,card_swipe
2017-05-22,900161213,card_swipe
2017-05-02,900168979,card_swipe
2017-11-23,900163354,card_swipe
2017-05-23,900166863,card_swipe
2017-05-05,900167946,card_swipe
2017-08-06,900161769,card_swipe
2017-07-25,900163854,card_swipe
2017-04-03,900168638,card_swipe
2017-07-25,900160310,card_swipe
2017-10-02,900163944,card_swipe
2017-03-14,900164994,card_swipe
2017-07-19,900162445,card_swipe
2017-04-25,900168186,card_swipe
2017-05-18,900164564,card_swipe
2017-07-14,900165850,card_swipe
2017-07-23,900167600,card_swipe
2017-06-16,900167640,card_swipe
2017-04-07,900169499,card_swipe
2017-07-18,900162491,card_swipe
2017-11-13,900166960,card_swipe
2017-10-17,900168178,card_swipe
2017-05-07,900160605,card_swipe
2017-07-13,900160052,card_swipe
2017-03-12,900160304,card_swipe
2017-07-24,900163756,card_swipe
2017-04-08,900167384,card_swipe
2017-03-27,900163854,card_swipe
2017-05-23,900160441,card_swipe
2017-11-26,900160006,card_swipe
2017-10-08,900165670,card_swipe
2017-04-27,900161105,card_swipe
2017-01-06,900169717,card_swipe
2017-12-09,900169051,card_swipe
2017-07-10,900167857,card_swipe
2017-03-07,900167769,card_swipe
2017-07-07,900167694,card_swipe
2017-03-04,900163656,card_swipe
2017-01-23,900166179,card_swipe
2017-02-06,900167911,card_swipe
2017-01-18,900161826,card_swipe
2017-09-21,900165484,card_swipe
2017-07-26,900166032,card_swipe
2017-02-27,900160678,card_swipe
2017-02-02,900168635,card_swipe
2017-02-10,900166298,card_swipe
2017-08-09,900169278,card_swipe
2017-10-14,900165685,card_swipe
2017-02-05,900164208,card_swipe
2017-12-09,900164937,card_swipe
2017-11-27,900160803,card_swipe
2017-03-15,900162628,card_swipe
2017-08-22,900167192,card_swipe
2017-11-25,900167908,card_swipe
2017-04-27,900161141,card_swipe
2017-10-06,900162638,card_swipe
2017-11-23,900166938,card_swipe
2017-10-20,900160505,card_swipe
2017-10-22,900165543,card_swipe
2017-03-26,900160310,card_swipe
2017-07-20,900168638,card_swipe
2017-11-13,900160091,card_swipe
2017-02-17,900165319,card_swipe
2017-04-06,900164756,card_swipe
2017-04-20,900163944,card_swipe
2017-04-20,900168513,card_swipe
2017-11-07,900160605,card_swipe
2017-08-16,900169953,card_swipe
2017-09-26,900161213,card_swipe
2017-06-27,900166933,card_swipe
2017-12-15,900160697,card_swipe
2017-04-06,900162676,card_swipe
2017-09-21,900168086,card_swipe
2017-09-23,900160505,card_swipe
2017-08-24,900160801,card_swipe
2017-04-12,900163854,card_swipe
2017-12-19,900169385,card_swipe
2017-01-10,900163266,card_swipe
2017-06-10,900165651,card_swipe
2017-02-03,900168973,card_swipe
2017-08-05,900162894,card_swipe
2017-04-03,900169385,card_swipe
2017-02-22,900163944,card_swipe
2017-02-25,900166960,card_swipe
2017-10-16,900169385,card_swipe
2017-05-23,900163012,card_swipe
2017-08-25,900167022,card_swipe
2017-01-15,900163519,card_swipe
2017-02-03,900162098,card_swipe
2017-07-04,900165543,card_swipe
2017-11-24,900167946,card_swipe
2017-04-03,900163914,card_swipe
2017-02-19,900166995,card_swipe
2017-11-17,900168178,card_swipe
2017-05-08,900166046,card_swipe
2017-09-15,900163023,card_swipe
2017-04-12,900160532,card_swipe
2017-06-10,900165425,card_swipe
2017-11-05,900163656,card_swipe
2017-08-03,900162759,card_swipe
2017-12-10,900165153,card_swipe
2017-02-20,900165105,card_swipe
2017-08-11,900165587,card_swipe
2017-08-21,900164790,card_swipe
2017-01-04,900165279,card_swipe
2017-12-26,900166537,card_swipe
2017-08-22,900162707,card_swipe
2017-11-13,900160730,card_swipe
2017-11-18,900164937,card_swipe
2017-04-09,900167911,card_swipe
2017-07-18,900165218,card_swipe
2017-02-03,900168369,card_swipe
2017-07-27,900167322,card_swipe
2017-10-19,900167447,card_swipe
2017-03-27,900166912,card_swipe
2017-07-04,900160737,card_swipe
2017-07-21,900166930,card_swipe
2017-04-28,900166450,card_swipe
2017-03-09,900162748,card_swipe
2017-01-19,900160450,card_swipe
2017-05-20,900168186,card_swipe
2017-01-05,900166082,card_swipe
2017-07-13,900166912,card_swipe
2017-03-23,900162445,card_swipe
2017-01-01,900160074,card_swipe
2017-02-03,900163012,card_swipe
2017-04-19,900169410,card_swipe
2017-08-25,900160678,card_swipe
2017-02-09,900163189,card_swipe
2017-07-03,900164994,card_swipe
2017-07-18,900166298,card_swipe
2017-04-13,900162185,card_swipe
2017-07-19,900168713,card_swipe
2017-11-25,900168676,card_swipe
2017-11-04,900168798,card_swipe
2017-10-17,900165235,card_swipe
2017-06-02,900166205,card_swipe
2017-11-18,900167769,card_swipe
2017-08-25,900164292,card_swipe
2017-02-18,900164292,card_swipe
2017-01-24,900163528,card_swipe
2017-07-28,900169499,card_swipe
2017-04-17,900169927,card_swipe
2017-04-06,900162345,card_swipe
2017-05-23,900161463,card_swipe
2017-02-13,900168099,card_swipe
2017-07-04,900165172,card_swipe
2017-02-19,900161594,card_swipe
2017-05-14,900162326,card_swipe
2017-09-19,900167447,card_swipe
2017-03-01,900165672,card_swipe
2017-11-08,900167192,card_swipe
2017-06-27,900161804,card_swipe
2017-09-28,900165651,card_swipe
2017-10-16,900166610,card_swipe
2017-08-26,900168035,card_swipe
2017-04-05,900166912,card_swipe
2017-03-13,900166298,card_swipe
2017-04-18,900168186,card_swipe
2017-10-02,900169953,card_swipe
2017-11-19,900163135,card_swipe
2017-07-10,900161105,card_swipe
2017-10-19,900168638,card_swipe
2017-09-03,900167683,card_swipe
2017-06-11,900160688,card_swipe
2017-04-25,900165319,card_swipe
2017-08-03,900169046,card_swipe
2017-12-19,900169927,card_swipe
2017-07-22,900164815,card_swipe
2017-04-09,900169446,card_swipe
2017-09-16,900165543,card_swipe
2017-07-16,900160801,card_swipe
2017-10-25,900161299,card_swipe
2017-06-22,900165319,card_swipe
2017-07-14,900169410,card_swipe
2017-06-17,900160153,card_swipe
2017-03-12,900161472,card_swipe
2017-06-05,900167357,card_swipe
2017-04-08,900163528,card_swipe
2017-06-24,900167694,card_swipe
2017-10-25,900162185,card_swipe
2017-12-22,900160678,card_swipe
2017-06-04,900169446,card_swipe
2017-11-27,900162098,card_swipe
2017-12-07,900168522,card_swipe
2017-10-06,900165153,card_swipe
2017-10-13,900163464,card_swipe
2017-01-11,900160074,card_swipe
2017-09-27,900160122,card_swipe
2017-03-22,900164564,card_swipe
2017-06-14,900160678,card_swipe
2017-03-10,900160689,card_swipe
2017-03-24,900160598,card_swipe
2017-01-23,900164845,card_swipe
2017-07-25,900169028,card_swipe
2017-05-08,900169046,card_swipe
2017-11-06,900163475,card_swipe
2017-05-02,900164095,card_swipe
2017-06-10,900165105,card_swipe
2017-02-21,900163189,card_swipe
2017-09-04,900163195,card_swipe
2017-05-23,900163338,card_swipe
2017-11-27,900168695,card_swipe
2017-06-08,900167946,card_swipe
2017-03-17,900160441,card_swipe
2017-11-20,900160441,card_swipe
2017-08-05,900160878,card_swipe
2017-10-22,900164095,card_swipe
2017-06-15,900164564,card_swipe
2017-03-07,900165105,card_swipe
2017-05-28,900168522,card_swipe
2017-09-16,900162445,card_swipe
2017-01-22,900169969,card_swipe
2017-07-27,900160767,card_swipe
2017-08-16,900160190,card_swipe
2017-02-01,900160688,card_swipe
2017-11-13,900162894,card_swipe
2017-07-11,900163354,card_swipe
2017-05-22,900166587,card_swipe
2017-10-28,900161134,card_swipe
2017-06-21,900160598,card_swipe
2017-04-14,900166185,card_swipe
2017-06-11,900165236,card_swipe
2017-07-09,900163944,card_swipe
2017-10-25,900168676,card_swipe
2017-05-09,900160598,card_swipe
2017-04-05,900161134,card_swipe
2017-05-03,900161785,card_swipe
2017-09-09,900168186,card_swipe
2017-06-13,900161166,card_swipe
2017-08-25,900169385,card_swipe
2017-12-12,900163266,card_swipe
2017-04-03,900163012,card_swipe
2017-03-15,900169927,card_swipe
2017-10-10,900163189,card_swipe
2017-12-08,900169410,card_swipe
2017-12-05,900163195,card_swipe
2017-06-10,900162326,card_swipe
2017-10-03,900168548,card_swipe
2017-08-11,900169499,card_swipe
2017-12-28,900167857,card_swipe
2017-07-27,900161588,card_swipe
2017-11-24,900165850,card_swipe
2017-02-17,900164396,card_swipe
2017-07-26,900161105,card_swipe
2017-01-12,900166880,card_swipe
2017-12-24,900161686,card_swipe
2017-02-20,900162415,card_swipe
2017-11-27,900169976,card_swipe
2017-06-20,900162628,card_swipe
2017-02-03,900168635,card_swipe
2017-11-11,900165477,card_swipe
2017-04-04,900163956,card_swipe
2017-05-04,900160074,card_swipe
2017-03-13,900169326,card_swipe
2017-07-27,900168973,card_swipe
2017-09-08,900167697,card_swipe
2017-05-14,900162894,card_swipe
2017-07-08,900166933,card_swipe
2017-12-07,900167713,card_swipe
2017-08-24,900162445,card_swipe
2017-09-25,900161141,card_swipe
2017-11-22,900166938,card_swipe
2017-10-21,900161134,card_swipe
2017-11-03,900165833,card_swipe
2017-04-18,900160697,card_swipe
2017-05-27,900166604,card_swipe
2017-04-10,900163944,card_swipe
2017-05-26,900169927,card_swipe
2017-11-23,900160052,card_swipe
2017-01-04,900165105,card_swipe
2017-05-27,900164568,card_swipe
2017-11-14,900162931,card_swipe
2017-01-03,900165187,card_swipe
2017-07-20,900168064,card_swipe
2017-09-06,900166298,card_swipe
2017-01-23,900165417,card_swipe
2017-03-26,900168973,card_swipe
2017-09-25,900164536,card_swipe
2017-05-12,900161594,card_swipe
2017-12-05,900160074,card_swipe
2017-09-04,900167447,card_swipe
2017-01-02,900166960,card_swipe
2017-11-03,900168743,card_swipe
2017-02-12,900168064,card_swipe
2017-09-03,900169028,card_swipe
2017-01-09,900165105,card_swipe
2017-02-02,900164730,card_swipe
2017-07-26,900168062,card_swipe
2017-05-05,900165187,card_swipe
2017-10-19,900163760,card_swipe
2017-07-12,900163756,card_swipe
2017-01-10,900161214,card_swipe
2017-04-23,900165410,card_swipe
2017-05-26,900166032,card_swipe
2017-09-02,900161518,card_swipe
2017-04-02,900168369,card_swipe
2017-04-26,900163519,card_swipe
2017-04-19,900161141,card_swipe
2017-09-06,900168638,card_swipe
2017-03-23,900169186,card_swipe
2017-08-22,900164994,card_swipe
2017-05-16,900162638,card_swipe
2017-11-04,900164972,card_swipe
2017-05-09,900165218,card_swipe
2017-10-28,900164626,card_swipe
2017-07-10,900169898,card_swipe
2017-04-17,900169186,card_swipe
2017-06-16,900165888,card_swipe
2017-03-22,900164568,card_swipe
2017-05-25,900168979,card_swipe
2017-09-11,900160310,card_swipe
2017-10-19,900169969,card_swipe
2017-05-21,900163012,card_swipe
2017-05-19,900166610,card_swipe
2017-01-13,900169499,card_swipe
2017-07-20,900169338,card_swipe
2017-11-11,900168290,card_swipe
2017-10-09,900169969,card_swipe
2017-05-25,900167640,card_swipe
2017-11-27,900161826,card_swipe
2017-05-21,900165321,card_swipe
2017-04-13,900162638,card_swipe
2017-02-16,900160878,card_swipe
2017-06-12,900165477,card_swipe
2017-06-09,900164972,card_swipe
2017-11-26,900161472,card_swipe
2017-04-09,900167946,card_swipe
2017-03-20,900168940,card_swipe
2017-06-11,900163656,card_swipe
2017-07-01,900160688,card_swipe
2017-02-12,900168420,card_swipe
2017-11-15,900165484,card_swipe
2017-07-11,900168471,card_swipe
2017-09-26,900162938,card_swipe
2017-11-09,900166082,card_swipe
2017-11-16,900165241,card_swipe
2017-02-27,900162016,card_swipe
2017-05-11,900168145,card_swipe
2017-06-03,900163167,card_swipe
2017-02-12,900168167,card_swipe
2017-08-18,900169326,card_swipe
2017-06-03,900169726,card_swipe
2017-11-25,900168979,card_swipe
2017-04-11,900165410,card_swipe
2017-05-10,900167862,card_swipe
2017-03-02,900169707,card_swipe
2017-08-12,900163475,card_swipe
2017-04-27,900162707,card_swipe
2017-07-11,900160548,card_swipe
2017-05-24,900162931,card_swipe
2017-08-10,900167022,card_swipe
2017-02-23,900167447,card_swipe
2017-03-13,900165850,card_swipe
2017-05-05,900165247,card_swipe
2017-02-23,900165041,card_swipe
2017-02-04,900164921,card_swipe
2017-06-07,900164845,card_swipe
2017-10-11,900163023,card_swipe
2017-05-26,900160688,card_swipe
2017-03-14,900160678,card_swipe
2017-05-07,900164024,card_swipe
2017-10-26,900163135,card_swipe
2017-01-03,900169717,card_swipe
2017-05-08,900165587,card_swipe
2017-10-08,900160737,card_swipe
2017-12-24,900164756,card_swipe
2017-09-19,900160767,card_swipe
2017-09-19,900162185,card_swipe
2017-07-14,900162638,card_swipe
2017-04-13,900168178,card_swipe
2017-06-05,900160570,card_swipe
2017-03-02,900165410,card_swipe
2017-03-25,900160767,card_swipe
2017-03-16,900164815,card_swipe
2017-01-07,900160053,card_swipe
2017-04-03,900162638,card_swipe
2017-05-24,900169134,card_swipe
2017-06-17,900168190,card_swipe
2017-04-24,900168602,card_swipe
2017-01-03,900168676,card_swipe
2017-06-22,900165636,card_swipe
2017-09-03,900168648,card_swipe
2017-05-26,900164994,card_swipe
2017-01-13,900163484,card_swipe
2017-07-16,900166205,card_swipe
2017-03-17,900169338,card_swipe
2017-10-24,900162676,card_swipe
2017-09-16,900168420,card_swipe
2017-06-17,900160548,card_swipe
2017-09-02,900163956,card_swipe
2017-04-14,900161464,card_swipe
2017-05-16,900162098,card_swipe
2017-04-27,900160441,card_swipe
2017-04-12,900161391,card_swipe
2017-05-28,900166933,card_swipe
2017-11-15,900162748,card_swipe
2017-04-22,900168167,card_swipe
2017-06-08,900168213,card_swipe
2017-04-08,900167384,card_swipe
2017-09-21,900167769,card_swipe
2017-07-07,900168712,card_swipe
2017-11-04,900163656,card_swipe
2017-02-18,900168979,card_swipe
2017-07-04,900167357,card_swipe
2017-10-23,900160330,card_swipe
2017-02-10,900169969,card_swipe
2017-06-22,900163756,card_swipe
2017-06-27,900160207,card_swipe
2017-10-12,900168676,card_swipe
2017-11-20,900167384,card_swipe
2017-03-07,900161785,card_swipe
2017-11-25,900161134,card_swipe
2017-02-03,900164536,card_swipe
2017-10-16,900169134,card_swipe
2017-11-20,900169446,card_swipe
2017-06-23,900166539,card_swipe
2017-04-18,900161472,card_swipe
2017-09-12,900160074,card_swipe
2017-07-25,900163656,card_swipe
2017-02-15,900163338,card_swipe
2017-07-08,900166995,card_swipe
2017-10-09,900164815,card_swipe
2017-01-22,900167694,card_swipe
2017-09-11,900160122,card_swipe
2017-09-11,900164903,card_swipe
2017-03-14,900162135,card_swipe
2017-01-21,900161178,card_swipe
2017-05-12,900166863,card_swipe
2017-07-14,900163195,card_swipe
2017-05-19,900162674,card_swipe
2017-04-24,900162628,card_swipe
2017-08-25,900164626,card_swipe
2017-07-16,900168471,card_swipe
2017-04-25,900169927,card_swipe
2017-03-10,900168086,card_swipe
2017-04-16,900160678,card_swipe
2017-11-13,900163956,card_swipe
2017-04-11,900169726,card_swipe
2017-04-05,900167024,card_swipe
2017-07-19,900160934,card_swipe
2017-11-26,900167977,card_swipe
2017-06-27,900169338,card_swipe
2017-10-23,900166082,card_swipe
2017-03-26,900163405,card_swipe
2017-12-04,900162676,card_swipe
2017-12-15,900167712,card_swipe
2017-04-09,900166933,card_swipe
2017-08-26,900168004,card_swipe
2017-01-25,900167946,card_swipe
2017-12-10,900167862,card_swipe
2017-10-03,900169775,card_swipe
2017-04-05,900166938,card_swipe
2017-01-18,900163195,card_swipe
2017-10-22,900169775,card_swipe
2017-04-07,900165410,card_swipe
2017-10-10,900160122,card_swipe
2017-04-21,900169385,card_swipe
2017-04-13,900168062,card_swipe
2017-11-03,900166587,card_swipe
2017-09-09,900160688,card_swipe
2017-02-05,900165833,card_swipe
2017-06-11,900160801,card_swipe
2017-01-18,900163475,card_swipe
2017-02-22,900160450,card_swipe
2017-08-16,900162345,card_swipe
2017-09-02,900169707,card_swipe
2017-02-24,900167600,card_swipe
2017-02-08,900165638,card_swipe
2017-11-08,900163854,card_swipe
2017-08-15,900161213,card_swipe
2017-11-18,900160801,card_swipe
2017-08-18,900161391,card_swipe
2017-07-07,900165685,card_swipe
2017-10-08,900167640,card_swipe
2017-07-15,900167166,card_swipe
2017-05-20,900161299,card_swipe
2017-06-11,900160207,card_swipe
2017-09-02,900160878,card_swipe
2017-06-14,900160343,card_swipe
2017-09-01,900166930,card_swipe
2017-07-06,900165587,card_swipe
2017-11-10,900165651,card_swipe
2017-02-15,900160737,card_swipe
2017-10-04,900162676,card_swipe
2017-10-07,900168635,card_swipe
2017-11-21,900167384,card_swipe
2017-04-19,900166179,card_swipe
2017-08-07,900163405,card_swipe
2017-03-05,900169134,card_swipe
2017-10-10,900162135,card_swipe
2017-11-06,900168385,card_swipe
2017-10-26,900160450,card_swipe
2017-05-13,900163944,card_swipe
2017-10-09,900168522,card_swipe
2017-11-16,900166610,card_swipe
2017-09-27,900168385,card_swipe
2017-08-16,900166185,card_swipe
2017-08-14,900162060,card_swipe
2017-11-25,900168979,card_swipe
2017-11-26,900168587,card_swipe
2017-10-19,900161588,card_swipe
2017-06-15,900165187,card_swipe
2017-05-20,900161299,card_swipe
2017-06-07,900166801,card_swipe
2017-03-23,900163023,card_swipe
2017-02-16,900167857,card_swipe
2017-02-03,900166298,card_swipe
2017-09-26,900165410,card_swipe
2017-01-20,900167712,card_swipe
2017-01-06,900163243,card_swipe
2017-04-05,900161785,card_swipe
2017-02-05,900166587,card_swipe
2017-06-22,900160605,card_swipe
2017-04-10,900166539,card_swipe
2017-08-15,900167769,card_swipe
2017-03-15,900164588,card_swipe
2017-05-28,900168184,card_swipe
2017-01-23,900166316,card_swipe
2017-04-08,900166185,card_swipe
2017-11-27,900166863,card_swipe
2017-07-14,900162676,card_swipe
2017-05-23,900162933,card_swipe
2017-09-11,900166267,card_swipe
2017-11-24,900164626,card_swipe
2017-05-17,900169186,card_swipe
2017-02-01,900169028,card_swipe
2017-06-14,900160006,card_swipe
2017-09-01,900162060,card_swipe
2017-08-13,900166995,card_swipe
2017-11-04,900168290,card_swipe
2017-09-26,900169046,card_swipe
2017-07-07,900162185,card_swipe
2017-11-27,900161463,card_swipe
2017-05-02,900162933,card_swipe
2017-05-06,900163484,card_swipe
2017-09-05,900162707,card_swipe
2017-10-20,900168973,card_swipe
2017-06-13,900160801,card_swipe
2017-01-11,900166610,card_swipe
2017-02-13,900165638,card_swipe
2017-07-27,900166539,card_swipe
2017-02-25,900167908,card_swipe
2017-08-17,900161948,card_swipe
2017-10-15,900161141,card_swipe
2017-10-27,900165638,card_swipe
2017-02-04,900165247,card_swipe
2017-07-07,900164790,card_swipe
2017-07-16,900169717,card_swipe
2017-06-25,900168587,card_swipe
2017-02-03,900169499,card_swipe
2017-06-01,900164166,card_swipe
2017-04-17,900161105,card_swipe
2017-04-09,900168099,card_swipe
2017-02-18,900160878,card_swipe
2017-01-03,900160207,card_swipe
2017-02-06,900162933,card_swipe
2017-03-27,900165685,card_swipe
2017-01-21,900160678,card_swipe
2017-04-08,900165241,card_swipe
2017-06-23,900166316,card_swipe
2017-04-06,900163656,card_swipe
2017-01-23,900166995,card_swipe
2017-01-25,900161517,card_swipe
2017-08-22,900167166,card_swipe
2017-04-14,900164024,card_swipe
2017-11-10,900165153,card_swipe
2017-04-08,900160730,card_swipe
2017-07-22,900166880,card_swipe
2017-12-16,900168522,card_swipe
2017-06-05,900165247,card_swipe
2017-11-09,900160343,card_swipe
2017-06-27,900163023,card_swipe
2017-08-24,900163956,card_swipe
2017-05-12,900166316,card_swipe
2017-07-22,900169116,card_swipe
2017-12-03,900164881,card_swipe
2017-05-13,900167946,card_swipe
2017-02-10,900168290,card_swipe
2017-04-22,900163519,card_swipe
2017-05-24,900168648,card_swipe
2017-07-08,900169385,card_swipe
2017-01-08,900162060,card_swipe
2017-06-05,900160697,card_swipe
2017-02-07,900165670,card_swipe
2017-03-08,900163528,card_swipe
2017-09-23,900163167,card_swipe
2017-07-22,900161105,card_swipe
2017-09-13,900166032,card_swipe
2017-03-15,900164166,card_swipe
2017-09-02,900160965,card_swipe
2017-01-08,900165651,card_swipe
2017-12-11,900165484,card_swipe
2017-03-15,900166995,card_swipe
2017-04-04,900161134,card_swipe
2017-05-23,900160053,card_swipe
2017-09-07,900160605,card_swipe
2017-11-20,900169116,card_swipe
2017-04-07,900165924,card_swipe
2017-08-26,900166995,card_swipe
2017-11-15,900164278,card_swipe
2017-09-19,900163405,card_swipe
2017-09-12,900168548,card_swipe
